Year,Gear,Species,Length,raising_factor
2018,D,A,59,2.25
2018,D,A,55,2.25
2018,D,A,42,2.25
2018,D,A,42,2.25
2018,D,A,46,2.25
2018,D,A,45,2.25
2018,D,A,47,2.25
2018,D,A,56,2.25
2018,D,A,52,2.25
2018,D,A,49,2.25
2018,D,A,31,2.25
2018,D,A,28,2.25
2018,D,A,25,2.25
2018,D,A,34,2.25
2018,D,A,26,2.25
2018,D,A,23,2.25
2018,D,A,27,2.25
2018,D,A,23,2.25
2018,D,A,23,2.25
2018,D,A,25,2.25
2018,D,A,24,2.25
2018,D,A,24,2.25
2018,D,A,22,2.25
2018,D,A,21,2.25
2018,D,A,26,2.25
2018,D,A,26,2.25
2018,D,A,25,2.25
2018,D,A,32,2.25
2018,D,A,25,2.25
2018,D,A,25,2.25
2018,D,A,29,2.25
2018,D,A,23,2.25
2018,D,A,25,2.25
2018,D,A,27,2.25
2018,D,A,22,2.25
2018,D,A,23,2.25
2018,D,A,26,2.25
2018,D,A,25,2.25
2018,D,A,29,2.25
2018,D,A,21,2.25
2018,D,A,22,2.25
2018,D,A,19,2.25
2018,D,A,32,1.33
2018,D,A,37,1.33
2018,D,A,38,1.33
2018,D,A,30,1.33
2018,D,A,40,1.33
2018,D,A,28,1.33
2018,D,A,23,1.33
2018,D,A,30,1.33
2018,D,A,30,1.33
2018,D,A,27,1.33
2018,D,A,23,1.33
2018,D,A,28,1.33
2018,D,A,21,1.33
2018,D,A,22,1.33
2018,D,A,27,1.33
2018,D,A,28,1.33
2018,D,A,25,1.33
2018,D,A,21,1.33
2018,D,A,25,1.33
2018,D,A,27,1.33
2018,D,A,28,1.33
2018,D,A,28,1.33
2018,D,A,24,1.33
2018,D,A,25,1.33
2018,D,A,23,1.33
2018,D,A,29,1.33
2018,D,A,20,1.33
2018,D,A,28,1.33
2018,D,A,23,1.33
2018,D,A,24,1.33
2018,D,A,24,1.33
2018,D,A,26,1.33
2018,D,A,27,1.33
2018,D,A,28,1.33
2018,D,A,26,1.33
2018,D,A,25,1.33
2018,D,A,27,1.33
2018,D,A,24,1.33
2018,D,A,28,1.33
2018,D,A,23,1.33
2018,D,A,26,1.33
2018,D,A,25,1.33
2018,D,A,24,1.33
2018,D,A,25,1.33
2018,D,A,25,1.33
2018,D,A,20,1.33
2018,D,A,22,1.33
2018,D,A,25,1.33
2018,D,A,23,1.33
2018,D,A,29,1.33
2018,D,A,28,1.33
2018,D,A,27,1.33
2018,D,A,27,1.33
2018,D,A,28,1.33
2018,D,A,31,1.33
2018,D,A,24,1.33
2018,D,A,22,1.33
2018,D,A,28,1.33
2018,D,A,22,1.33
2018,D,A,25,1.33
2018,D,A,37,3.33
2018,D,A,39,3.33
2018,D,A,37,3.33
2018,D,A,39,3.33
2018,D,A,34,3.33
2018,D,A,34,3.33
2018,D,A,27,3.33
2018,D,A,26,3.33
2018,D,A,25,3.33
2018,D,A,26,3.33
2018,D,A,24,3.33
2018,D,A,24,3.33
2018,D,A,27,3.33
2018,D,A,25,3.33
2018,D,A,26,3.33
2018,D,A,24,3.33
2018,D,A,24,3.33
2018,D,A,25,3.33
2018,D,A,27,3.33
2018,D,A,25,3.33
2018,D,A,24,3.33
2018,D,A,26,3.33
2018,D,A,26,3.33
2018,D,A,25,3.33
2018,D,A,24,3.33
2018,D,A,28,3.33
2018,D,A,26,3.33
2018,D,A,26,3.33
2018,D,A,25,3.33
2018,D,A,25,3.33
2018,D,A,26,3.33
2018,D,A,25,3.33
2018,D,A,24,3.33
2018,D,A,23,3.33
2018,D,A,24,3.33
2018,D,A,24,3.33
2018,D,A,24,3.33
2018,D,A,24,3.33
2018,D,A,23,3.33
2018,D,A,27,3.33
2018,D,A,24,3.33
2018,D,A,26,3.33
2018,D,A,25,3.33
2018,D,A,26,3.33
2018,D,A,22,3.33
2018,D,A,28,3.33
2018,D,A,28,3.33
2018,D,A,24,3.33
2018,D,A,27,3.33
2018,D,A,27,3.33
2018,D,A,26,3.33
2018,D,A,28,3.33
2018,D,A,28,3.33
2018,D,A,24,3.33
2018,D,A,26,3.33
2018,D,A,27,3.33
2018,D,A,30,3.33
2018,D,A,30,3.33
2018,D,A,27,3.33
2018,D,A,28,3.33
2018,D,A,26,3.33
2018,D,A,25,3.33
2018,D,A,34,3.33
2018,D,A,27,3.33
2018,D,A,27,3.33
2018,D,A,27,3.33
2018,C,A,49,111.49
2018,C,A,42,111.49
2018,C,A,41,111.49
2018,C,A,48,111.49
2018,C,A,43,111.49
2018,C,A,50,111.49
2018,C,A,56,111.49
2018,C,A,46,111.49
2018,C,A,53,111.49
2018,C,A,41,111.49
2018,C,A,47,111.49
2018,C,A,50,111.49
2018,C,A,42,111.49
2018,C,A,54,111.49
2018,C,A,48,111.49
2018,C,A,46,111.49
2018,C,A,40,111.49
2018,C,A,36,111.49
2018,C,A,48,111.49
2018,D,A,39,1.74
2018,D,A,39,1.74
2018,D,A,40,1.74
2018,D,A,41,1.74
2018,D,A,42,1.74
2018,D,A,48,1.74
2018,D,A,42,1.74
2018,D,A,49,1.74
2018,D,A,40,1.74
2018,D,A,42,1.74
2018,D,A,42,1.74
2018,D,A,40,1.74
2018,D,A,43,1.74
2018,D,A,44,1.74
2018,D,A,42,1.74
2018,D,A,40,1.74
2018,D,A,42,1.74
2018,C,B,58,9.67
2018,C,B,58,9.67
2018,C,B,63,9.67
2018,C,B,64,9.67
2018,C,B,65,9.67
2018,C,B,58,9.67
2018,C,B,59,9.67
2018,C,A,63,9.67
2018,C,A,57,9.67
2018,C,A,59,9.67
2018,C,A,53,9.67
2018,C,B,58,9.67
2018,C,A,57,9.67
2018,C,A,65,9.67
2018,C,A,60,9.67
2018,C,A,59,9.67
2018,C,A,60,9.67
2018,C,A,66,9.67
2018,C,A,65,9.67
2018,C,A,65,9.67
2018,C,A,58,9.67
2018,C,A,59,9.67
2018,C,A,58,9.67
2018,C,A,61,9.67
2018,C,A,56,19.2
2018,C,A,56,19.2
2018,C,A,57,19.2
2018,C,A,59,19.2
2018,C,A,59,19.2
2018,C,A,58,19.2
2018,C,A,58,19.2
2018,C,A,60,19.2
2018,C,A,65,19.2
2018,C,A,57,19.2
2018,C,A,56,19.2
2018,C,A,57,19.2
2018,C,A,55,19.2
2018,C,A,56,19.2
2018,C,A,57,19.2
2018,C,A,56,19.2
2018,C,A,58,4.53
2018,C,B,58,4.53
2018,C,A,60,4.53
2018,C,A,65,4.53
2018,C,A,58,4.53
2018,C,A,70,4.53
2018,C,A,59,4.53
2018,C,A,57,4.53
2018,C,A,56,4.53
2018,C,A,57,4.53
2018,C,A,57,4.53
2018,D,A,33,1
2018,D,A,31,1
2018,D,A,30,1
2018,D,A,36,1
2018,D,A,29,1
2018,D,A,34,1
2018,D,A,29,1
2018,D,A,30,1
2018,D,A,29,1
2018,D,A,28,1
2018,D,A,30,1
2018,D,A,32,1
2018,D,A,33,1
2018,D,A,32,1
2018,D,A,32,1
2018,D,A,35,1
2018,D,A,31,1
2018,D,A,35,1
2018,C,A,40,24.1
2018,C,A,41,24.1
2018,C,A,39,24.1
2018,C,A,41,24.1
2018,C,A,45,24.1
2018,C,A,46,24.1
2018,C,A,43,24.1
2018,C,A,41,24.1
2018,C,A,40,24.1
2018,C,A,39,24.1
2018,C,A,40,24.1
2018,C,A,38,24.1
2018,C,A,39,24.1
2018,C,A,39,24.1
2018,C,A,41,24.1
2018,C,A,39,24.1
2018,C,A,40,24.1
2018,C,A,41,24.1
2018,C,A,39,24.1
2018,C,A,41,24.1
2018,C,A,36,24.1
2018,C,A,39,24.1
2018,C,A,38,24.1
2018,C,A,39,24.1
2018,C,A,39,24.1
2018,C,A,39,24.1
2018,C,A,38,24.1
2018,C,A,46,24.1
2018,C,A,39,24.1
2018,C,A,40,24.1
2018,C,A,38,24.1
2018,C,A,39,24.1
2018,C,A,40,24.1
2018,C,A,38,24.1
2018,C,A,40,24.1
2018,C,A,41,24.1
2018,C,A,39,24.1
2018,C,A,39,24.1
2018,C,A,38,24.1
2018,C,A,39,24.1
2018,C,A,36,24.1
2018,C,A,38,24.1
2018,C,A,40,24.1
2018,C,A,40,24.1
2018,C,A,40,24.1
2018,C,A,41,24.1
2018,C,A,40,24.1
2018,C,A,40,24.1
2018,C,A,44,24.1
2018,C,A,49,24.1
2018,C,A,40,24.1
2018,C,A,33,24.1
2018,C,A,40,24.1
2018,C,A,32,24.1
2018,C,A,39,24.1
2018,C,A,38,24.1
2018,C,A,37,24.1
2018,C,A,37,24.1
2018,C,A,39,24.1
2018,C,A,40,24.1
2018,C,A,41,24.1
2018,C,A,42,24.1
2018,C,A,40,24.1
2018,C,A,39,24.1
2018,C,A,37,24.1
2018,C,A,38,24.1
2018,C,A,41,24.1
2018,C,A,40,24.1
2018,C,A,39,24.1
2018,C,A,32,24.1
2018,C,A,40,24.1
2018,C,A,42,24.1
2018,C,A,40,24.1
2018,C,A,38,24.1
2018,C,A,39,24.1
2018,C,A,38,30.35
2018,C,A,39,30.35
2018,C,A,43,30.35
2018,C,A,41,30.35
2018,C,A,39,30.35
2018,C,A,39,30.35
2018,C,A,41,30.35
2018,C,A,40,30.35
2018,C,A,38,30.35
2018,C,A,40,30.35
2018,C,A,40,30.35
2018,C,A,41,30.35
2018,C,A,42,30.35
2018,C,A,37,30.35
2018,C,A,42,30.35
2018,C,A,41,30.35
2018,C,A,40,30.35
2018,C,A,41,30.35
2018,C,A,41,30.35
2018,C,A,42,30.35
2018,C,A,38,30.35
2018,C,A,42,30.35
2018,C,A,40,30.35
2018,C,A,40,30.35
2018,C,A,38,30.35
2018,C,A,41,30.35
2018,C,A,41,30.35
2018,C,A,41,30.35
2018,C,A,41,30.35
2018,C,A,45,37.13
2018,C,A,46,37.13
2018,C,A,41,37.13
2018,C,A,44,37.13
2018,C,A,48,37.13
2018,C,A,44,37.13
2018,C,A,46,37.13
2018,C,A,43,37.13
2018,C,A,35,37.13
2018,C,A,44,37.13
2018,C,A,43,37.13
2018,C,A,42,37.13
2018,C,A,43,37.13
2018,C,A,45,37.13
2018,C,A,44,37.13
2018,C,A,44,37.13
2018,C,A,43,37.13
2018,C,A,44,37.13
2018,C,A,44,37.13
2018,C,A,47,37.13
2018,C,A,45,37.13
2018,C,A,42,37.13
2018,C,A,44,37.13
2018,C,A,47,37.13
2018,C,A,49,37.13
2018,C,A,47,37.13
2018,C,A,48,37.13
2018,C,A,44,37.13
2018,C,A,45,37.13
2018,C,A,44,37.13
2018,C,A,43,37.13
2018,C,A,48,37.13
2018,C,A,43,37.13
2018,C,A,48,37.13
2018,C,A,41,37.13
2018,C,A,43,37.13
2018,C,A,43,37.13
2018,C,A,47,37.13
2018,C,A,44,37.13
2018,C,A,42,37.13
2018,C,A,42,37.13
2018,C,A,44,37.13
2018,C,A,47,37.13
2018,C,A,46,37.13
2018,C,A,45,37.13
2018,C,A,43,37.13
2018,C,A,40,37.13
2018,C,A,45,37.13
2018,C,A,42,37.13
2018,C,A,48,37.13
2018,C,A,48,37.13
2018,C,A,46,37.13
2018,C,A,43,37.13
2018,C,A,40,37.13
2018,C,A,45,37.13
2018,C,A,43,37.13
2018,C,A,48,37.13
2018,C,A,46,37.13
2018,C,A,41,37.13
2018,C,A,44,37.13
2018,C,A,42,37.13
2018,C,A,43,37.13
2018,C,A,44,37.13
2018,D,A,59,1
2018,D,A,55,1
